tokenized_text,encoded_label
[ CLS ] 我 以前 是 个 超级 小瘦纸 ， 现在 竟然 成 了 超级 大胖纸 ， 我要 由 现在 的 大 胖纸 变回 以前 的 小 瘦纸 [ SEP ] 神 啊 ， 赐予 我 力量 吧 ， 我 是 刷子 [ 奥特曼 ] [ 奥特曼 ],3
[ CLS ] 中央气象台 空气 指数 报告 北京地区 今天 的 污染 指数 是 139 ， 属于 轻度 污染 ， 另据 美国 北京 大使馆 自己 安装 的 设备 显示 ， 今天 北京 的 空气污染 指数 是 433 ， 属于 对 健康 威胁 到 了 紧急 危险 警报 状态 [ SEP ] 虽然 各自 使用 的 记分 系统 不 一样 ， 但是 形容词 可以 比较 [ SEP ] 只能 说 美国 人 体质 太弱 ， 我们 的 轻度 污染 就 觉得 健康 紧急 危险 警报 了 [ SEP ],1
[ CLS ] 桌面 : 李晟敏 [ SEP ] 手机 桌面 : 李晟敏 新 更 的 NAVER 的 图 [ SEP ] 来电 铃声 : 不 知道 叫 什么 的 五辑 的 歌 [ SEP ] 短信 : what   if 老 曹 和 李敏内 部分 [ SEP ],0
[ CLS ] 地理 上 的 距离 不是 难题 ， 心 的 距离 才 是 利器 ； 时间 不是 苦药 ， 爱 的 时间 才 是 真谛 [ SEP ] 若 你 拥有 一份 异地 恋 ， 不必 焦虑 ， 也 不要 心急 ， 只 需 相信 ： 真 爱 经得起 考验 ， 也 需要 考验 [ SEP ] 若 你 失去 一份 异地 恋 ， 不必 难过 ， 也 不要 伤心 ， 只 需 明白 ： 你 失去 的 叫 爱情 ， 并 不 叫 真爱 [ SEP ] 真正 的 爱情 求之不来 ， 挥之不去,0
[ CLS ] 欧洲人 权 公约 第 10 条是 关于 言论 和 出版 自由 的 ， 其中 又 分 两款 [ SEP ] 第 1 款 规定 人人 都 有 自由 表达 的 权利 [ SEP ] 第 2 款则 明确 ， 出于 保障 国家 安全 、 领土完整 、 防止 颠覆 秩序 行为 、 预防犯罪 、 保护 人民 健康 和 道德水准 、 保证 他人 的 名誉权 、 防止 泄密 、 保持 司法 权威 等 理由 ， 法律 可以 对 言论 予以 限制 和 惩罚 [ SEP ],0
[ CLS ] 失败 也 是 我 需要 的 ， 它 和 成功 对 我 一样 有 价值 只有 在 我 知道 一切 做 不好 的 方法 以后 ， 我 才 知道 做好 一件 工作 的 方法 是 什么,0
[ CLS ] 早 啊 ， 一 晚上 的 睡 睡醒 醒 ， 加上 早上 头痛 欲裂 ， 鼻子 不通 气儿 ， 我 确定 我 是 感冒 了 [ SEP ] 外头 的 雾气 冲天 ， 站 在 24 楼 的 阳台 上 ， 我脚 着 咋 这么 像 仙 吕 ~ 就是 没有 飞天 的 本事 ， 冒牌 仙侣 ~ 做 了 一个 很 可笑 的 梦 ， 梦见 我 在 替 妹妹 上 高中 的 英语课 [ SEP ] 哈哈哈 ， 太 怀念 课堂 了 么 ~,2
[ CLS ] 本次 活动 要 特别感谢 海沧区 委 区政府 的 大力支持 [ SEP ] 感谢 陕西省 统计局 张晓光 副局长 ， 山东 邹平县 王传民 书记 ， 辽宁 海城市 周晓皙 常务副 市长 ， 四川省 双流县 廖维忠 常务 副县长 、 湖南省 长沙县 李洪波 副 书记 ， 江苏 昆山市 朱良红 副局长 ， 江苏 常州 武进区 吕俊 局长 ， 安徽 宁国市 佘 小毛 主任 等 县市 领导 对 委员会 工作 大力支持 [ SEP ],0
[ CLS ] 第一位 英雄团 成员   林依轮   演唱 《 向 快乐 出发 》 ， 说 我们 主持 团像 香蕉 [ 哼 ]   [ 偷笑 ]   ， 主动 给 老 英雄 推 椅子 ， 很 有 绅士风度 的 嘞,3
[ CLS ] 这是 一只 刚出生 的 考拉 ， 迎接 它 的 人生 将 是 这样 的 ： 每天 睡觉 20 个 小时 ， 吃 2 个 小时 ， 发呆 2 个 小时 [ SEP ] — — 这才 是 人生 啊 ！ ！ [ SEP ] 有 同感 的 童鞋 请举手 ！,3
[ CLS ] 哈哈哈 是 哦 ， 那 游泳 时 怀孕 的 是不是 又 是 另 一个 例子 呢 ？ ！ [ SEP ] / / @ 慕岩 百合 网 : 听说 过 一对 博士 夫妻 ， 结婚 后 每晚 只 相拥 而 睡 ， 过 了 一年 发现 还 未 怀孕 ， 去 医院 检查 … … [ 偷笑 ],2
[ CLS ] 女人 只要 管好 自己 已经 很 了不起 ， 干吗 要 去 管 男人 呢 ？ [ SEP ] 听话 的 男人 不用 管 ， 不听话 的 男人 ， 要管 也 管 不到 ， 对 你好 的 男人 不用 管 ， 对 你 不好 的 男人 ， 不会 让 你 管 ， 爱 你 的 男人 不用 管 ， 不爱 你 的 ， 轮不到 你 管 [ SEP ] — — 张小娴,0
[ CLS ] 在 学 改革开放 [ SEP ] 从 小学 开始 就 一直 学 这个 [ SEP ] 照样 想来 ， 那 十八个 农民 如果 碰上 现在 的 当权者 ， 不 知道 会 怎么 死 [ SEP ] 现在 都 称赞 他们 ， 但 教科书 从来不 分析 他们 冒 了 多 大 的 危险 [ SEP ] 想到 现在 的 改革者 们 ， 不 应该 马上 对 他们 的 行为 做 定论 [ SEP ],1
[ CLS ] 早上 准备 去 保定 答辩 ， 刚上 T5680 ， 人 是 有点 少 ， 猛然 还 不 适应 呢 ！ [ SEP ] 早上 的 风光 很 好 ， 好像 不 知道 我们 在 为什么 奔波 ！ [ SEP ] 我们 来 也 匆匆 ， 去 也 匆匆 ， 总 想 留下 点 什么 ， 但是 什么 也 没有 留心 ， 这 是不是 很 无奈 呢 ？ [ SEP ] 看着 窗外 的 风景 ， 只能 说 该 过去 的 最终 会 过去 ， 过不去 的 谁 也 过不去 ！,5
[ CLS ] 早安 ！ [ SEP ] 今天 啊 化好 了 妆 在 房间 吃 早餐 ， 这时 ， ＂ 亲爱 的 ， 我 买 了 油条 ， 让 助理 来 化妆间 拿 吧 ＂ 收到 这 条 讯息 ！ [ SEP ] 头脑 一热 就让 助理 去 拿 了 ！ [ SEP ] 但是 又 突然 想到 ~ 不好 ！ [ SEP ] 上当 了 耶 ~ 今天 是 愚人节 啊 ！ [ SEP ] 结果 ~ ~ 油条 已经 拿到 手上 啦 ！ [ SEP ] （ 笑 ） 就是 这样 ！ [ SEP ] 那么 ~ 今天 还有 很长 呢 ~ ~ （ 笑 ）,2
[ CLS ] 歌手 音乐 的 宣传 ， 从来不 是 歌迷 的 义务 [ SEP ] 难道 我 不 知道 翘着 腿 听 专辑 最舒服 ？ [ SEP ] 愿意 为 偶像 做 一点 事 ， 是 想要 分享 美好 也好 ， 是 想要 支持 她 的 事业 也好 ， 是 想要 弥补 公司 工作 的 不足 也好 ， 甚至 哪怕 是 闲 的 ， 这 都 是 个人 选择 ， 与 他人 无关 ， 也 没 指名道姓 的 强迫 谁 [ SEP ] 不 愿意 参与 ， 或者 觉得 没用 ， 都 随便 ， 说三道四 就 不必 了 [ SEP ],1
[ CLS ] 近日 ， 由 日本外务省 举办 的 第 4 届 「 国际 漫画 赏 」 得 奬 名单 终于 揭晓 ， 获得 今届 最 优秀 大赏 的 是 来自 中国 的 张小白 ， 以 作品 「 Si   loin   et   si   proche 」 成为 今届 第 1 ， 本届 投稿 数 189 件 （ 39 个 国家 ） [ SEP ] 先由 日本 十家 漫画 出版社 共同 筛选 ， 最后 再 由 评审团 进行 最后 决选 （ 果然 是 过五关斩六将 啊 ， 恭喜 恭喜 [ 给力 ],3
[ CLS ] 白羊座 的 人 令人 觉得 他 开朗 而 热情 [ SEP ] 即使 他 内心 是 有 那么 点 害羞 ， 表面 上 仍 可以 很 自 在 、 大方 [ SEP ] 当 一头 白羊 愁眉苦脸 时 ， 只会 出现 在 他 家里 镜子 中 [ SEP ] 他 再 伤心 ， 就是 不会 在 别人 面前 摆出 苦脸 [ SEP ] 好强 ？ [ SEP ] 可以 这么 说 [ SEP ] 谁 不好 强 呢 ？ [ SEP ] 其实 白羊座 的 人 仍会 向 朋友 吐苦水 ， 但 真正 的 眼泪 ， 你 是 看不到 的 [ SEP ],0
[ CLS ] 如果 有 一天 ， 我活 得 太 孤单 ， 请 把 我 P 进里 约 大冒险 [ SEP ] / / @ 陈小北 : 如果 有 一天 ， 我活 得 很 满意 ， 请 把 我 弄死 在 ， 新闻联播 里 [ SEP ],0
[ CLS ] 如果 远征 激情 不能 在 客场 释放 ， 语言 沉默 ， 便装 潜伏 代替 远征 呐喊 造势 ， 这样 既 不能 压制 敌人 也 不能 给 自己 球队 带来 斗志 [ SEP ] 毫无意义 [ SEP ] 真正 赢得 掌声 的 过程 不是 你 在 路上 多 霸气 ， 而是 看台 [ SEP ] 去年 去 天津 那些 人 做到 了 [ SEP ] 今年 ？ [ SEP ] 远征 不是 旅游 ， 看 球 ， 在 水滴 沉默 ， 听辱 ， 动弹不得 ， 岂止 是 难受 那么 简单 [ SEP ],0
[ CLS ] 被 震撼 到 身上 微微 发冷 … … [ SEP ] 一个 叫玉 蝴蝶 的 人 3 月 7 日 在 天涯 发帖 ， 预测 到 9 日 的 日本 北方 地震 ， 时间 地点 震级 都 相差无几 ； 之前 他 在 博客 中 ， 还 准确 预测 了 上 月 22 日 的 新西兰 地震 … … [ SEP ] 大家 去 搜 他 的 新浪 博客 ！ ！ ！ [ SEP ] 之前 还有 好多 ， 请 核对 ！ [ SEP ] MD ， 我 的 粉丝 太少 了 ！,6
[ CLS ] 我 也 接到 过 [ SEP ] 还 调戏 过 他们 [ SEP ] 情节 如下 ： 拨打 他 提供 的 客服 ， 先 寒暄 两句 ， 然后 突然 问 他 是 哪家 银行 ， 不论 他 怎么 回答 ， 就 说 ， 不 对 呀 ， 给我发 短信 的 自称 是 XX 银行 … … [ SEP ] 对方 当场 就 会 石化 [ SEP ],0
[ CLS ] 一大早 被 闹钟 吵醒 ~ 还 活着 ； [ SEP ] 不得不 从 被窝 里 爬起来 上班 ~ 没 失业 ； [ SEP ] 收到 一些 短信 ， 或 约 约 麻将 吃饭 聚聚 ~ 还有 朋友 ； [ SEP ] 上司 的话 十分 刺耳 ~ 老板 在 关注 我 ； [ SEP ] 衣服 越来越 紧 ~ 吃 得 真 好 ； [ SEP ] 总想 上 微博 ~ 还有 追求 ； [ SEP ] 参加 科学 发展观 的 学习 ~ 还有 位置 ； [ SEP ] 看 了 本博 还 能 发出 会心 的 微笑 ~ 还 知道 快乐 幸福 [ SEP ],0
[ CLS ] 以前 成语 里 ＂ 无微不至 ＂ 似乎 是 个 褒义词 [ SEP ] 今天 ， 它 已经 成为 中国 市场经济 的 最大 敌人 [ SEP ] 无微不至 的 最新 定义 是 ： 无论 多么 微小 的 事 ， 都 得 管 一道 并 从中 捞一把 [ SEP ],1
[ CLS ] 中国 人 承受 的 高油价 ， 有 一部分 就是 为 朝鲜 的 低 油价 垫款 [ SEP ] 昆 沉痛 再三 ： 资料 显示 ， 中国 每年 要 对 朝 输送 石油 50 万吨 左右 ， 占 朝鲜 进口 石油 总量 的 80 ％ [ SEP ] 朝鲜 从 中国 进口 石油 ， 不仅 价格 大大 低于 国际 市场 ， 而且 通常 都 是 延期 一到 两年 再 付款 [ SEP ],0
[ CLS ] 预测 一下 未来 三天 的 新闻 ： 1 、 领导 深入 一线 看望 劳动者 ； 2 、 全国 人民 欢天喜地 迎新春 ； 3 、 全球华人 称赞 祖国 繁荣 发展 ； 4 、 全球 各国 发来 贺电 ； 5 、 农民 代表 歌颂 政策 好 ； 6 、 少数民族 代表 感叹 过上 好 生活 ； 7 、 十一五 的 典型 政绩 ； 8 、 十二五 的 开年 政绩 ； 9 、 春节 期间 各地 物价 保持稳定 ； 10 、 假期 消费市场 供需 两旺 [ SEP ],0
[ CLS ] 2010 最 温暖 的 事情 是 加入 到 重庆 最 好玩 最 有趣 最 热闹 最 认真 最 诚挚 最 爱 电影 最 爱 自由 的 民间 黑 组织 CIFVF [ SEP ],2
[ CLS ] 庚说 今天 范范发 新专辑 自己 有空 到 不了 现场 很 遗憾 … [ SEP ] 经 提醒 发现 说 错话 了 ， 被 人 说 没 睡醒 … [ SEP ] 原来 应该 是 自己 有事 没空 去 参加 范范 的 发布会 …,0
[ CLS ] 还 记得 许多年 前 的 春天   那时 的 我 还 没 剪 去 长发 [ SEP ] 没有 信用卡 没有 她   没有 24 小时 热水 的 家   可 当初 的 我 是 那么 快乐   虽然 只有 一把 破 木吉他   在 街上 ， 在 桥下   在 田野 中   唱 着 那 无人问津 的 歌谣   如果 有 一天   我 老 无 所 依   请 把 我 留在   在 那 时光 里   如果 有 一天   我 悄然离去   请 把 我 埋 在   这 春天里,5
[ CLS ] 无论 油价 多高 ， 奔驰车 还是 要 跑 ； 无论 海鲜 多贵 ， 海鲜城 依然 人头攒动 ； 无论 茅台 五粮液 怎样 提价 ， 一桌 八个 人 还 会 喝 去 五瓶 六瓶 ； 无论 总统套房 怎样 天价 ， 仍然 有人 订 不到 房间 [ ELLIPSIS ] [ SEP ] 越是 不断 上涨 ， 越是 迎着 涨价 的 潮头 消费 [ SEP ] 茅台 贵 了 ， 专喝 茅台 ； 五粮液 贵 了 ， 专喝 五粮液 ， 就是 中国 上流社会 和 权贵 阶层 的 消费 心态 [ SEP ],1
[ CLS ] 飞讯 ： 1 拉孔贝 的 离去 ， 巴 尼德 的 到来 并 没有 改变 姆 博卡尼 离开 摩纳哥 的 决心 ， 此前 盛传 埃弗顿 用 萨哈 交换 姆 博卡尼 ， 但 最终 刚果人 极有 可能 加盟 德甲 霍芬 海姆 [ SEP ] 2 里尔 后卫 贝里 亚 近日 完成 了 续约 ， 他 和 里尔 的 合约 将 延续 到 2015 年 [ SEP ] 3 摩纳哥 希望 用 中场 球员 库塔 德尔 来 交换 洛里昂 的 阿 马尔菲 塔诺 [ SEP ],0
[ CLS ] 6 月 离职 休息 至今 ， 没有 工作 压力 的 日子 很 是 舒适 ， 想 干嘛 干嘛 [ SEP ] 想来 自己 是 比较 幸运 的 ， 有 开明 的 老妈 和 关心 着 我 的 兄弟姐妹 [ SEP ] 前段时间 闲得 发慌 ， 想 去 找份 喜欢 的 兼职 做做 [ SEP ] 但 念头 仅 此 三秒 ， 还是 被 自己 的 惰性 打败 [ SEP ] 要 休息 就 休息 个 彻底 [ SEP ],2
[ CLS ] 年少时 气盛 ， 剑 走 偏锋 ， 标新立异 [ SEP ] 人家 干什么 ， 我 偏 不 干什么 [ SEP ] 音乐 上 也 是 如此 ， 人家 听 贝多芬 ， 我 偏 找 一些 古怪 的 三流 作曲家 来 听 ， 如 魏斯 之类 [ SEP ] 即使 是 贝多芬 ， 人家 听 交响曲 ， 我 偏听 他 长笛 三重奏 [ SEP ] 几十年 下来 ， 非主流 听 了 真不少 ， 但是 最终 不得不 承认 ： 音乐史 上 的 经典 就是 公认 的 那些 ， 淘汰 的 都 是 该 淘汰 的 [ SEP ],0
[ CLS ] 为啥 每天 都 要 学习 ？ [ SEP ] 为啥 每个 月 都 要 考试 ？ ？ ？ [ SEP ] 考不完 的 试 ， 学不完 的 习 ， 天 啊 [ SEP ] 奥特曼 来 救救 我 吧 ， 不想 考试 啊 ！ ！ ！ ！ [ SEP ] 烦死 了 [ SEP ],1
""" [ SEP ] 我 来说 一个 android 比 ios4 , wp7 等 浏览器 都 要 好 的 一个 地方 [ SEP ] 用安卓 系统 的 浏览器 在 浏览 网页 的 时候 ， 把 网页 放大 ， 网页 会 根据 你 的 屏幕 自动 排版 ， 左右 两边 都 显示 在 你 的 视野 单位 [ SEP ] 而 ios4 和 wp7 等 浏览器 放大 时 ， 光是 字体 放大 ， 不会 自动 排版 ， 需要 左右 移动 看 ， 累 [ SEP ] """,1
[ CLS ] 歌谣 界 的 KING 在 济州岛 拍伪 偶像剧   歌谣 界 的 King 在 理发店 顺毛   歌谣 界 的 KING 在 陪 弟弟 拍戏   那 是 神马 玩意儿   我 靠   耽误 我 看 综艺 · 啊啊啊 啊啊啊 啊啊啊 啊啊啊 啊啊啊,6
[ CLS ] 生命 中有 一些 人 与 我们 擦肩 了 ， 却 来不及 遇见 ； 遇见 了 ， 却 来不及 相识 ； 相识 了 ， 却 来不及 熟悉 ； 熟悉 了 ， 却 还是 要说 再见 [ SEP ],0
[ CLS ] 有木有 童鞋 可以 告诉 我 这个 时 什么 水果 ？ [ SEP ] 我 在 Lone [ SEP ] Pine   Hotel 的 早餐 见到 ， 就 点 了 一杯 ， 它 的 果汁 是 很 深 的 紫色 ， 淡而带 一点 苦涩 ， 我 这杯 是 混 了 苹果汁 的 [ SEP ],0
[ CLS ] 十几年 没 在家 过 中秋节 了 [ SEP ] 打开 电视机 ， 怎么 都 是 歌颂 共产党 的 节目 [ SEP ] 这 不是 民族 的 节日 嘛 ？ [ SEP ] 为什么 ？ [ SEP ] 为什么 ？ [ SEP ] 不可 理解 ， 太 不可 理解 了 [ SEP ] 难道 今天 能 吃 上 月饼 ， 也 非要 感谢 党 吗 ？ [ SEP ] 只能 关 电视 ， 差 麻将 [ SEP ],1
[ CLS ] kbs 异能 局 这帮 山炮 ， 重播 居然 剪掉 了 jyj 的 表演 ， 昨天 剪 的 那个 片段 有天 连个 正脸 都 没有 看 在 三冠 的 份 上 也 就算 了 ， 居然 重播 干 出 这么 没有 人格 的 事儿 ， 到底 是 艺能 局 还是 低能 局 [ 怒 ],1
[ CLS ] 好 复古 的 搭配 ! [ SEP ] 这样 高街 不 被 街 拍 的 可能性 几乎 为 零 ， 小 方格 田园 风 连衣裙 ， 娃娃 领 具备 了 公主 的 首要条件 ， 同色系 的 外衫 加入 有 了 颜色 层次 的 区分 ， 发带 和 太阳眼镜 很赞 !,3
[ CLS ] 温馨 提示 ： 国际 劳动节 假期 期间 ， 港股 、 期货 及 新加坡 股 将 于 5 月 1 日 休市 一天 ； 深 、 沪 B股 将 于 4 月 30 日至 5 月 1 日 休市 2 天 ； 美股 交易 不 受 影响 ， 照常 可 进行 交易 [ SEP ],0
[ CLS ] 4 月 24 日 ， 亚太 主要 股票 截至 收盘 ， 日经 225 指数 报 9468.04 点 ， 下跌 74.13 点 ， 跌幅 0.78% ； 韩国 综合 指数 报 1963.42 点 ， 下跌 9.21 点 ， 跌幅 0.47% ； 澳交所 普通股 指数 报 4433.9 点 ， 上涨 3.6 点 ， 涨幅 0.08% ； 新西兰 50 指数 报 3519.86 点 ， 上涨 15.37 点 ， 涨幅 0.44% ； 台湾 加权指数 报 7498.84 点 ， 上涨 17.75 点 ， 涨幅 0.24% [ SEP ],0
[ CLS ] 推掉 饭局 [ SEP ] 接 女儿 放学 [ SEP ] 她 在 小 饭桌 把 作业 写 完 了 ， 和 她 一起 玩 [ SEP ] 给 她 买 果冻 [ SEP ] 夏威夷 果味 曲奇 [ SEP ] 女儿 陪 我 在 饭馆 吃 土豆丝 拌面 [ SEP ],0
[ CLS ] 那么 肥会 没 胸 ？ [ SEP ] 只是 没挤 吧 [ SEP ] 假到 你家 去 了 [ SEP ] 况且 况且 就算 没胸 [ SEP ] 那么 肥要 那么 大 的 胸 你 当饭 吃 啊 [ SEP ] [ 汗 ],1
[ CLS ] 我 觉得 联合 LBS 很 有 作为 [ SEP ] 今天 跟 好友 说 了 几个 思路 ， 其实 也 是 我 以前 的 一些 成功 例子 ， 为 很多 餐厅 带来 不错 的 生意 额 和 人流 [ SEP ] / / @ MalingMaling : 餐饮业 如何 高效 推广 ？ [ SEP ] / / @ 天下 一人 : 好 案例 ！,3
[ CLS ] 2011 年 1000 万套 保障 房将 上市 ， 先租后 买 ， 先小后 大 ， 也就是说 到 最后 还是 要 买 大房子 [ SEP ] 就 看 目前 有没有 能力 买 [ SEP ] 保障 房 的 建设 只不过 是 让 一部分 放缓 了 购房 的 速度 [ SEP ],0
[ CLS ] 刚 看到 一个 朋友 的 微博 ， 没想到 不是 宁波 人民 在 抢购 盐 ， 连 北京 人民 也 在 抢购 [ SEP ] 唉 ， 咱们 能 不能 淡定些 啊 ～ ～ ～ [ 右 哼哼 ] [ SEP ] 我 有点儿 想 批发 防辐射 服 摆地摊 的 冲动 ～ ～ ～,1
[ CLS ] 《 世界 上 最让人 没 勇气 坐 的 椅子   》 这个 创新 大胆 的 椅子 有 100 个 减震器 支撑 这个 椅子 的 表面 ， 坐上去 的 时候 ， 它 的 表面 根据 你 的 体型 自然 下 凹 [ SEP ],0
[ CLS ] 今天 和 朋友 瞎 砍 ， 谈起 虚荣心 [ SEP ] 他 说 他 没有 虚荣心 ， 我 说 ： 你 如果 没有 虚荣心 的话 你 就是 神 ， 他 又 说 他 正在 努力 ， 我 说 ： 你 如果 还 在 努力 的话 你 还是 人 [ SEP ] 什么 叫神 ： 你 没有 任何 的 欲望 、 虚荣心 的 时候 你 就是 神 了 ！,0
[ CLS ] 今晚 有 热腾腾 的 川式 火锅 吃 ， 好 期待 喔 ！ ！ [ SEP ] 现在 连续 几天 晚上 都 是 家里 自个儿 弄 火锅 ， 太 地道 ， 太给力 了 [ SEP ] [ 给力 ]   [ 给力 ],3
[ CLS ] 中国 四十年 接吻 通史 ： 六十年代 叫 〈 那个 〉 ， 七十年代 叫 〈 亲亲 〉 ， 八十年代 叫 〈 吻 〉 ， 九十年代 叫 〈 波儿 〉 ， 现在 叫 〈 嘴 〉 ： 男 ： 猪猪 ， 来 ， 嘴 一个 [ SEP ] 女 （ 无所谓 状 ） ： OK ！ [ SEP ] － － － 哈哈 ~ 时代 确实 在 进步 啊 [ ELLIPSIS ] [ mua ],2
[ CLS ] 難過 的 跪 在 新光 天地 樓下 的 光合作用 前 ， 沒買 一本 書 ， 爲 什 麽 我 總 盼望 有天 這該 死 被 錢 埋起 的 地方 ， 會 有 突然 出現 的 誠品 [ SEP ],5
[ CLS ] 2010 年 出场 时间 统计 中 ， 拜仁 副队长 拉姆 打满 了 34 轮 联赛 的 每 一分钟 ， 共计 3060 分钟 [ SEP ] 除 联赛 外 还有 德国杯 、 欧冠 和 世界杯 任务 ， 这位 拜 仁和 德国队 的 双料 副队长 整整 一年 几乎 没有 休息 [ SEP ] 球员 触球数 统计 中 ， 拜仁 的 施魏 因 斯泰格 和 拉姆 包揽 前 两位 ， 两人触 球数 分别 为 2914 和 2841 次 [ SEP ] — — 光是 全勤 也罢 了 ， 还 全场 乱跑 …,0
""" [ SEP ] 新疆 台网 初步 测定 ： 04 月 26 日 06 时 49 分在 新疆维吾尔自治区 和田地区 于田县 、 民丰县 交界 ( 北纬 36.4 度 , 东经 082.5 度 ) 发生 4.2 级 地震 ， 震源 深度 7 公里 [ SEP ] """,0
[ CLS ] 有 离职 员工 应聘 另 一 网游 公司 项目经理 职务 ， 履历 上 写 的 光芒四射 ， 天花乱坠 [ SEP ] 其 应聘 公司 人事部 发来 征询 函 ， 我司 人事部门 问 我 意见 ， 是 如实 相告 还是 顺水推舟 [ SEP ] 我答 还是 如实 相告 吧 [ SEP ] 我们 这个 行业 的 竞争 已经 够 低级 了 ， 绝对 不能 再 下流 [ SEP ] 虽然 得罪 了 离职 员工 ， 但 却 挽救 了 竞争对手 的 一个 项目 [ SEP ] 阿弥陀佛 [ SEP ],0
[ CLS ] 穿越 的 看 了 这个 ， 把 某人 自己 说 的 两个 衣柜 拼 起来 ， 其实 还好 嘛 ， 应该 就是 常用 的 衣服 放在 里面 吧 [ SEP ] 不过 这样 看 某人 的 卧室 应该 是 不小 的 了 [ SEP ],0
[ CLS ] 与 你 无缘 的 人 ， 你 与 他 说话 再 多 也 是 废话 [ SEP ] 与 你 有缘 的 人 ， 你 的 存在 就 能 惊醒 他 所有 的 感觉 [ SEP ] 有些 人 即使 在 认识 数年 之后 都 是 陌生 的 ， 彼此之间 总似 有 一种 隔膜 存在 ， 仿佛 盛开 在 彼岸 的 花朵 ， 遥遥相对 ， 不可 触及 [ SEP ] 而 有些 人 在 出场 的 一瞬间 就是 靠近 的 ， 仿佛 散失 之后 再次 辨认 [ SEP ] 那种 近 ， 有着 温暖 真实 的 质感 [ SEP ],0
[ CLS ] 如果 我 曾经 或多或少 地 激励 了 一些 人 的 努力 ， 我们 的 工作 ， 曾经 或多或少 地 扩展 了 人类 的 理解 范围 ， 因而 给 这个 世界 增添 了 欢乐 ， 那 我 也 就 感到 满足 了,0
[ CLS ] 鲁豫 说 ： 3 年前 ， 罗志祥 录制 鲁豫有约 ， 满满的 人 ， 连 楼梯 上 站 满 了 歌迷 ， 3 年 后 ， 罗志祥 再次 来到 鲁豫有约 ， 依旧 是 满满的 歌迷 陪伴 ！ ！,0
[ CLS ] 在 校园 里面 ， 传统媒体 要 不要 新 媒体化 ？ [ SEP ] 武汉大学 青年 传媒 集团 刘惠婷 对 这个 质疑 感到 很 惊讶 ， 她 认为 ， 不管 是 传统媒体 还是 新 媒体 都 只是 一个 平台 ， 优秀 的 编辑 记者 可以 在 这里 获得 锻炼 ， 传统媒体 也 要 通过 在 开发新 媒体 来 增加 阅读 率 [ SEP ],0
[ CLS ] 昨天 到 交警队 年 审 驾照 ， 发现 已经 简化 手续 了 ， 就 连 填表 都 有 专人 帮填 ， 很 方便 ， 不一会 功夫 即办 完毕 ， 赞 一个 ！ [ SEP ] @ 平安 红河,3
[ CLS ] 里面 是 美国 回来 那 件 外套 ， 外面 是 大 的 黑色 羽绒服 ， 看着 很厚 很 暖和 [ SEP ] 蓝色 牛仔裤 ， 白色 高帮 靴子 [ SEP ] 心情 挺 好 的 [ SEP ],2
[ CLS ] / / @ 宏普 建设 福建 办 ： 垃圾 教育 ， 目前 孩子 教育 和 三十年 前 的 教育 没有 任何 进步 [ SEP ] / / @ 宋 剑锋 : 我 不能 自夸 是 个 有 教养 的 人 ， 因为 我常 冲动 地想 骂街 ： 我 由衷 地 诅咒 中国 所有 教育 官员 去 死 ！ [ SEP ] 因为 中国 的 学校 ， 衡量 一个 学生 是否 优秀 ， 唯一 唯一 的 标准 就是 成绩 ， 至于 有无 爱心 ， 是否 善良 ， 以及 情商 如何 都 不 关心 [ SEP ] 唯 成绩 论   ！,1
[ CLS ] 凌晨 的 切尔西 在 横梁 的 支持 下 ， 艰难 的 进入 欧冠 决赛 ， 挺过 了 宇宙 队 这一关 ， 下面 谁 也 阻挡 不了 他们 的 前进 步伐 [ SEP ],0
[ CLS ] 创业 如拜 菩萨 之二 ： 如果   这个 捐 了 5 万 香火钱 的 老板 赚 到 了 200 万 ，   他 也 是 不 拜 这个 菩萨 了 ， 自己 当 菩萨 接受 香火钱 去 了 [ SEP ] 而 现实 中 实际 情况 是 来 拜 菩萨 的 老板 往往 不 给 菩萨 香火钱 ， 还要 拿走 个 几十万 ， 同时 祈望 菩萨 保佑 他 再 赚 个 200 万 [ SEP ] 这 就是 中国 企业管理者 的 可悲 之 处 [ SEP ] ： ）,1
[ CLS ] 企业 的 管理者 事事 都 亲力亲为 对 企业 快速 发展 是 有 问题 的 ， 企业 的 创造力 被 遏止 了 ， 员工 也 习惯 的 成为 了 一个 办事员 的 角色 [ SEP ] 没有 理解 该 如何 改进 和 创新 的 工作 [ SEP ] 而 企业 管理 应该 把 更 多 的 时间 放 宏观 和 战略 上来 [ SEP ],0
[ CLS ] 转自 糗 事 百科 ： 三年 前 我 的 一个 大学 同学 ， 七月 毕业 ， 八月 就 匆匆 结了婚 ， 甩 了 与 她 相恋 四年 ， 并且 已经 定婚 的 男友 … [ SEP ] 嫁给 了 我们 市 某 局局长 的 儿子 ， 狗血 的 是 ： 去年 该 局长 落马 ， 新任 的 局长 是 她 前男友 的 爹 ， 现在 还是 他 老公 的 上司 ， 不好 混 了 ， 自作孽 不可 活 ， 压错 宝 了 吧 ？,0
